


[ 4.54077154e-01  4.70698357e-01 -4.31393410e-08],[0.44948274 0.49346209 0.00086191],[0.45324397 0.50998527 0.00156913],[0.46008933 0.51515317 0.00163831],[0.46585959 0.51131535 0.00174713],[0.46875185 0.51462978 0.00428914],[0.46677288 0.51978046 0.00323156],[0.46216723 0.51511097 0.00066238],[ 0.45931336  0.50924009 -0.00105699],[0.47490531 0.50761908 0.00309431],[0.47171369 0.51147854 0.00343117],[0.4669967  0.50815988 0.00149061],[ 4.64253247e-01  5.03257096e-01 -1.03008169e-04],[0.47848764 0.49839431 0.00174719],[0.47532094 0.50274533 0.00237774],[0.47058091 0.50078619 0.00192445],[0.46770138 0.4968116  0.00135213],[4.80077684e-01 4.89156067e-01 3.60250619e-04],[0.47805062 0.49294844 0.00169906],[0.47418681 0.49173167 0.00326993],[0.47162402 0.48865086 0.00445342]
[ 5.07249057e-01  6.15685403e-01 -6.33943742e-08],[ 0.51680768  0.6248588  -0.00634466],[ 0.52141094  0.64004242 -0.00985643],[ 0.5244894   0.65308923 -0.0118507 ],[ 0.52519083  0.66262138 -0.01296756],[ 0.50242275  0.6461556  -0.01172154],[ 0.49791014  0.66909212 -0.0153993 ],[ 0.50303268  0.67709261 -0.01620113],[ 0.50733715  0.67787844 -0.01572691],[ 0.49555406  0.64458954 -0.0090432 ],[ 0.49233121  0.66984814 -0.01217728],[ 0.49905565  0.67686874 -0.01150591],[ 0.50429356  0.67622662 -0.01025611],[ 0.49242967  0.64353728 -0.00651747],[ 0.48999998  0.66652089 -0.00906663],[ 0.49625963  0.67308569 -0.00830934],[ 0.50131869  0.67345113 -0.00700696],[ 0.49203175  0.64334822 -0.00426663],[ 0.49060878  0.66175884 -0.00616148],[ 0.49473655  0.66927654 -0.00584234],[ 0.49877432  0.6714288  -0.00493034]
[ 5.01647115e-01  6.00244343e-01 -6.70144118e-08],[ 0.51155019  0.61047608 -0.00665447],[ 0.51630092  0.62681109 -0.01016526],[ 0.51901287  0.64102823 -0.01220279],[ 0.51909107  0.65125233 -0.0132831 ],[ 0.49724445  0.63141727 -0.0114471 ],[ 0.49189138  0.65387183 -0.0152262 ],[ 0.49692911  0.66246271 -0.01624697],[ 0.50162721  0.66337425 -0.01601782],[ 0.49039984  0.63010663 -0.00886378],[ 0.48584783  0.65388477 -0.01213212],[ 0.49191561  0.6620118  -0.01198705],[ 0.49749482  0.66225642 -0.01118987],[ 0.48715097  0.62944317 -0.00651006],[ 0.48393133  0.6511668  -0.0091597 ],[ 0.48930657  0.65846479 -0.00885935],[ 0.49434885  0.65979761 -0.0079575 ],[ 0.48645073  0.62955141 -0.00448305],[ 0.4841221   0.64710778 -0.00647109],[ 0.48748031  0.65504694 -0.00642029],[ 0.49150187  0.65801787 -0.00575467]
[ 4.97819871e-01  5.87360382e-01 -6.72151756e-08],[ 0.50597012  0.59917986 -0.00654272],[ 0.50882494  0.61544967 -0.00936837],[ 0.51030827  0.62861347 -0.0107835 ],[ 0.50933826  0.63741016 -0.01119068],[ 0.48883554  0.61863184 -0.00890376],[ 0.48245728  0.6382761  -0.01248063],[ 0.48728859  0.64676702 -0.01395769],[ 0.49249476  0.64805597 -0.01396137],[ 0.48301989  0.61725771 -0.00599704],[ 0.47826579  0.63873327 -0.00904314],[ 0.48476529  0.64657736 -0.00937927],[ 0.49085945  0.64619321 -0.00876319],[ 0.4805406   0.61653191 -0.00346685],[ 0.47689015  0.63649112 -0.00574204],[ 0.48250729  0.64354914 -0.00589828],[ 0.48779786  0.64435744 -0.00516912],[ 0.48043221  0.61635917 -0.00130306],[ 0.47789431  0.6330325  -0.00281991],[ 0.48130941  0.64049554 -0.00288908],[ 0.4855445   0.64313805 -0.00223105]
[ 4.90349561e-01  5.75010121e-01 -5.15219796e-08],[ 0.496912    0.58664858 -0.00823371],[ 0.49879479  0.60282791 -0.01176703],[ 0.49942023  0.61709732 -0.01349019],[ 0.49838123  0.62754154 -0.01408659],[ 0.47824514  0.60419542 -0.0113483 ],[ 0.46950901  0.62440735 -0.01507099],[ 0.47349241  0.63417798 -0.01624025],[ 0.4789665   0.63762307 -0.01604317],[ 0.47400674  0.60320288 -0.00765326],[ 0.46685845  0.62440425 -0.01098304],[ 0.47274753  0.63358289 -0.01128296],[ 0.47942737  0.63489276 -0.01063398],[ 0.47274441  0.60301644 -0.00437595],[ 0.46731183  0.62213844 -0.00706598],[ 0.47275281  0.63002014 -0.0075668 ],[ 0.47898307  0.63189602 -0.00707509],[ 0.47311112  0.60326046 -0.00155582],[ 0.46964726  0.61865807 -0.00380644],[ 0.47274688  0.62625164 -0.00449568],[ 0.47756243  0.62973976 -0.00421381]
[ 4.82479125e-01  5.64905047e-01 -5.32096145e-08],[ 0.48740175  0.57640362 -0.009115  ],[ 0.48820561  0.59300995 -0.01241113],[ 0.48802704  0.60713065 -0.01360159],[ 0.48560697  0.61686194 -0.01348517],[ 0.46718243  0.59222513 -0.01091775],[ 0.45691916  0.61004204 -0.01431773],[ 0.46086907  0.62013769 -0.01544195],[ 0.46661121  0.62426931 -0.01523629],[ 0.4637107   0.59195632 -0.00625614],[ 0.45644146  0.61043298 -0.00867937],[ 0.46245217  0.61944801 -0.00844691],[ 0.46884325  0.62075931 -0.00765956],[ 0.46286893  0.59259224 -0.00225485],[ 0.45720506  0.60894251 -0.00458055],[ 0.46287835  0.61634576 -0.00511862],[ 0.46880305  0.61803597 -0.00477433],[0.46291751 0.593301   0.00123069],[ 0.45887455  0.60664415 -0.00082175],[ 0.46226823  0.61312598 -0.00158701],[ 0.46689796  0.6156565  -0.0014464 ]
[ 4.72863615e-01  5.55410862e-01 -4.83113176e-08],[ 0.47731245  0.56760997 -0.00684552],[ 0.47734192  0.58265549 -0.00922444],[ 0.47655845  0.59462553 -0.00999646],[ 0.47521618  0.60261619 -0.00963351],[ 0.45809394  0.58104932 -0.00833548],[ 0.44854915  0.59759766 -0.01099824],[ 0.45148915  0.6061666  -0.01175814],[ 0.45605996  0.6086446  -0.01141192],[ 0.45375517  0.57994616 -0.00481535],[ 0.44502857  0.59638453 -0.00733568],[ 0.44894922  0.60457128 -0.00774846],[ 0.45406374  0.60629439 -0.00722139],[ 0.45182648  0.5799576  -0.00167397],[ 0.44503552  0.59527403 -0.00368401],[ 0.44918561  0.60217702 -0.00427116],[ 0.45426226  0.60385031 -0.00387118],[0.45148787 0.58030647 0.00110393],[ 0.44700164  0.59334868 -0.00062704],[ 0.449191    0.59950089 -0.00116045],[ 0.4527846   0.60197598 -0.000759  ]
[ 4.59953189e-01  5.46842396e-01 -5.36601341e-08],[ 0.46510205  0.5577035  -0.00825123],[ 0.46483421  0.5725252  -0.01154687],[ 0.46286651  0.58466983 -0.01296801],[ 0.46015498  0.59230578 -0.01314338],[ 0.44675389  0.57030296 -0.01175751],[ 0.4361425   0.58596784 -0.01527849],[ 0.43981463  0.59528351 -0.01573406],[ 0.44484782  0.59772563 -0.01511862],[ 0.44169119  0.56926131 -0.00780584],[ 0.43368402  0.58604014 -0.01127537],[ 0.43973839  0.59439188 -0.0107925 ],[ 0.44560942  0.59466696 -0.00955138],[ 0.43907735  0.56963265 -0.00434802],[ 0.43191856  0.58504105 -0.00756554],[ 0.43714458  0.59186542 -0.00755089],[ 0.44257572  0.59205943 -0.00659438],[ 0.43791166  0.57050085 -0.00129837],[ 0.4328101   0.58313578 -0.00384179],[ 0.43562552  0.58910793 -0.00429273],[ 0.43929443  0.59050947 -0.00376681]
[ 4.49104548e-01  5.39217114e-01 -3.06559258e-08],[ 0.45328355  0.54852515 -0.00924394],[ 0.45237377  0.56224024 -0.01316731],[ 0.45001024  0.57319164 -0.01500747],[ 0.44659111  0.58080494 -0.01598883],[ 0.43562964  0.56160307 -0.01320963],[ 0.42501929  0.57589579 -0.01816726],[ 0.42469165  0.58600855 -0.02013983],[ 0.42657316  0.59122032 -0.02053749],[ 0.43133992  0.56221998 -0.00902396],[ 0.42459178  0.57923871 -0.01361769],[ 0.4305757   0.58681035 -0.01377343],[ 0.43611473  0.5870356  -0.01277276],[ 0.42879218  0.56310743 -0.00548901],[ 0.42279822  0.57793462 -0.01012691],[ 0.42946824  0.58430982 -0.01058649],[ 0.43529615  0.58413798 -0.00951528],[ 0.42721003  0.56362557 -0.0024031 ],[ 0.42240635  0.57507074 -0.00576199],[ 0.42596462  0.58047599 -0.00655584],[ 0.42976046  0.58122295 -0.00611589]
[ 4.31407750e-01  5.22406697e-01 -2.02337560e-08],[ 0.43490624  0.53284985 -0.00989827],[ 0.43451726  0.54661977 -0.01471106],[ 0.43264875  0.55957526 -0.01744465],[ 0.43020353  0.56965858 -0.0190634 ],[ 0.41439769  0.54083478 -0.01412325],[ 0.40211636  0.55679125 -0.01964586],[ 0.40404525  0.56851852 -0.02174821],[ 0.40856048  0.57394481 -0.02194596],[ 0.41051164  0.54041302 -0.00995934],[ 0.40279767  0.55941421 -0.01464198],[ 0.40857309  0.57003665 -0.01480548],[ 0.41542727  0.57220155 -0.01392306],[ 0.40949041  0.54194659 -0.00648701],[ 0.40398175  0.5596655  -0.01052046],[ 0.409062    0.56881297 -0.01099795],[ 0.41497076  0.57188857 -0.01025552],[ 0.40978619  0.54393172 -0.00360918],[ 0.40617377  0.55773848 -0.00679494],[ 0.40868586  0.56545675 -0.00785947],[ 0.41295263  0.568905   -0.0077137 ]
[4.19754505e-01 5.16562462e-01 3.55155544e-10],[ 0.42331946  0.52665037 -0.01000841],[ 0.42287511  0.53978956 -0.01453013],[ 0.42087919  0.55142516 -0.01686333],[ 0.41841957  0.5603866  -0.01797719],[ 0.40261829  0.53570116 -0.01318307],[ 0.39062658  0.54779565 -0.01763375],[ 0.39158091  0.55900759 -0.01929483],[ 0.3952978   0.56506711 -0.01934525],[ 0.39911383  0.53532958 -0.00849056],[ 0.38766515  0.54858321 -0.01253701],[ 0.39053079  0.55935681 -0.01273122],[ 0.39562672  0.56333357 -0.01177053],[ 0.39821965  0.53692079 -0.00440069],[ 0.38911366  0.54948187 -0.00822755],[ 0.39191827  0.55864161 -0.00915372],[ 0.39632091  0.56284344 -0.00857495],[ 0.39866436  0.5385716  -0.00082324],[ 0.39208424  0.54933453 -0.00318257],[ 0.39365211  0.55684018 -0.00371877],[ 0.3967911   0.56091672 -0.00326558]
[ 4.10360396e-01  5.09462714e-01 -1.50790118e-08],[ 0.4137781   0.51993275 -0.0083615 ],[ 0.41225368  0.53343922 -0.01119946],[ 0.40959135  0.54531413 -0.0123101 ],[ 0.4069263   0.55386746 -0.0123807 ],[ 0.39159295  0.53060865 -0.00771138],[ 0.38122278  0.54249465 -0.01041181],[ 0.3815124   0.55168355 -0.01190155],[ 0.38416812  0.55713028 -0.01227124],[ 0.38844186  0.52947754 -0.00384316],[ 0.37876949  0.5414359  -0.0058793 ],[ 0.38023102  0.55063248 -0.00652807],[ 0.38406     0.55533373 -0.00639426],[ 0.38781583  0.52970588 -0.00071635],[ 0.38017353  0.54138362 -0.00278599],[ 0.38148716  0.54985005 -0.00396536],[ 0.38459799  0.5550915  -0.00414051],[0.3885296  0.53055108 0.00184192],[ 3.83093715e-01  5.40851951e-01 -7.67303209e-05],[ 0.38363865  0.54802632 -0.00105152],[ 0.38569018  0.55320036 -0.00110884]
[ 4.04221714e-01  5.05633950e-01 -3.85728676e-08],[ 0.40579197  0.51610798 -0.00846421],[ 0.40375176  0.52907717 -0.01194023],[ 0.40171537  0.5414083  -0.01372754],[ 0.39911765  0.55050945 -0.01454658],[ 0.38442343  0.52301472 -0.0094413 ],[ 0.37332866  0.5350154  -0.01317097],[ 0.37407246  0.54558504 -0.01500277],[ 0.37739044  0.55201167 -0.01545962],[ 0.382357    0.52307135 -0.00556554],[ 0.37547314  0.53981775 -0.00894673],[ 0.38061902  0.5506869  -0.00982211],[ 0.38719049  0.55498487 -0.00961367],[ 0.3824642   0.52458125 -0.00234725],[ 0.37662894  0.54027915 -0.00564351],[ 0.38124079  0.54928899 -0.00677759],[ 0.38686517  0.55324626 -0.00657278],[3.83304536e-01 5.26192665e-01 3.75179457e-04],[ 0.37879461  0.5387845  -0.0024682 ],[ 0.38097978  0.54641479 -0.00366584],[ 0.38479728  0.55065393 -0.00361338]
[ 3.99383843e-01  5.01321554e-01 -2.37554953e-08],[ 0.4018015   0.51259273 -0.00751925],[ 0.40004557  0.52577543 -0.01042277],[ 0.39785835  0.53716362 -0.01174986],[ 0.39574188  0.54569209 -0.01213127],[ 0.38063052  0.51890975 -0.00749624],[ 0.37001288  0.5301351  -0.01057909],[ 0.36978683  0.54054672 -0.01243621],[ 0.37254179  0.54718596 -0.01307227],[ 0.37813172  0.51773161 -0.00411092],[ 0.36896747  0.53057539 -0.00634426],[ 0.36992729  0.54080111 -0.00716286],[ 0.37398338  0.54692072 -0.00730586],[ 0.37768656  0.51842952 -0.00140794],[ 0.37037659  0.53097427 -0.00353349],[ 0.37172252  0.53976882 -0.00468087],[ 0.37506726  0.54588997 -0.00494224],[0.37817422 0.51991504 0.00079425],[ 0.37290159  0.53066915 -0.00143158],[ 0.37308612  0.53778332 -0.00264003],[ 0.37508354  0.54330307 -0.00290488]
[ 3.94719452e-01  4.99723017e-01 -1.13115650e-08],[ 0.39649367  0.51006198 -0.00776989],[ 0.39513186  0.52258563 -0.01126272],[ 0.39343184  0.53356755 -0.01312792],[ 0.39128491  0.54175925 -0.01407015],[ 0.37653142  0.51648569 -0.0087591 ],[ 0.36609083  0.5281741  -0.01210894],[ 0.36642328  0.53836167 -0.01412817],[ 0.36934868  0.54442954 -0.01480633],[ 0.37408984  0.5146566  -0.0052365 ],[ 0.364445    0.52766138 -0.00769242],[ 0.36540014  0.53780663 -0.00857742],[ 0.3694931   0.54354411 -0.00869372],[ 0.37378877  0.51487547 -0.00228739],[ 0.36613715  0.52741849 -0.00440851],[ 0.36726367  0.53612423 -0.00535376],[ 0.37048924  0.54199189 -0.00544026],[3.74461114e-01 5.16209960e-01 1.74203553e-04],[ 0.36899248  0.52682263 -0.00172292],[ 0.36897084  0.53357804 -0.00250043],[ 0.37052649  0.53856665 -0.00246755]
[ 3.88840348e-01  4.99157578e-01 -3.64287889e-09],[ 0.39001733  0.50948578 -0.00837392],[ 0.38859546  0.52144611 -0.01246792],[ 0.38677976  0.53251731 -0.01469047],[ 0.38435647  0.54078937 -0.01588311],[ 0.37266862  0.51284021 -0.01163387],[ 0.36066806  0.52323771 -0.01569419],[ 0.36088595  0.53407669 -0.01726545],[ 0.36382332  0.53994519 -0.01742292],[ 0.36975953  0.51064187 -0.00787092],[ 0.35756758  0.52316248 -0.01146933],[ 0.35909867  0.5341478  -0.01176008],[ 0.36369294  0.53948081 -0.01104331],[ 0.36876294  0.51111668 -0.00457066],[ 0.35933974  0.52349687 -0.00758525],[ 0.36135483  0.53264922 -0.0080152 ],[ 0.36530751  0.53775042 -0.00738158],[ 0.36873049  0.51265115 -0.00173276],[ 0.36262321  0.52343631 -0.00409624],[ 0.3634088   0.53033417 -0.00468185],[ 0.36584619  0.53450012 -0.00430968]
[3.80795002e-01 4.97701108e-01 2.41290685e-08],[ 0.38115451  0.50985473 -0.00836887],[ 0.37887228  0.522425   -0.01210749],[ 0.3766467   0.5326997  -0.01404153],[ 0.37422767  0.54128832 -0.01506012],[ 0.36104247  0.51351142 -0.00848637],[ 0.35004559  0.52243453 -0.01117378],[ 0.34786269  0.53280061 -0.0129384 ],[ 0.34866881  0.53989631 -0.01352135],[ 0.35935661  0.5098998  -0.0045575 ],[ 0.34862411  0.51995265 -0.00619906],[ 0.34700406  0.53027493 -0.00666788],[ 0.34884772  0.53732985 -0.00662272],[ 0.35912463  0.50923556 -0.00128531],[ 0.34996751  0.51922667 -0.00277082],[ 0.34868288  0.52852201 -0.00326974],[ 0.34993467  0.53584951 -0.00311436],[0.35955763 0.51022285 0.00140604],[3.52365047e-01 5.19358695e-01 4.12916597e-05],[ 3.50602180e-01  5.26572883e-01 -3.13227938e-04],[ 3.50933731e-01  5.32791555e-01 -2.11155748e-05]
[3.71643513e-01 4.99353528e-01 3.43441116e-08],[ 0.36793491  0.51189643 -0.00514196],[ 0.36411622  0.52539307 -0.00695465],[ 0.36184576  0.53704381 -0.00756537],[ 0.35935527  0.54524308 -0.00744152],[ 0.35090998  0.51777613 -0.00385404],[ 0.34096861  0.52482224 -0.00473737],[ 0.33750692  0.53304046 -0.00575186],[ 0.3362574   0.53985316 -0.00620606],[ 0.34877515  0.51407737 -0.00100198],[ 0.33839911  0.52157992 -0.00112593],[ 0.33540782  0.5294674  -0.0013749 ],[ 0.33531031  0.53579819 -0.00147585],[0.34811124 0.51232642 0.00146143],[0.33935869 0.5194903  0.00152902],[0.33691013 0.52655309 0.00123459],[0.33716747 0.53286862 0.0011799 ],[0.34848279 0.51176155 0.00357102],[0.34125656 0.51848298 0.00355771],[0.33869728 0.52418035 0.00369536],[0.33821121 0.52969068 0.00409072]
[ 3.47420603e-01  5.08392751e-01 -3.51137608e-08],[ 0.34904057  0.51917303 -0.01216388],[ 0.34641507  0.53300607 -0.0173596 ],[ 0.34382963  0.54423559 -0.02002648],[ 0.34115225  0.55297548 -0.02158543],[ 0.32525557  0.52492112 -0.01381764],[ 0.31694812  0.54124194 -0.0176724 ],[ 0.3215681   0.54985046 -0.01959141],[ 0.3270517   0.55161685 -0.02023018],[ 0.32300043  0.52395314 -0.00825222],[ 0.31561387  0.54117453 -0.01102726],[ 0.3210713   0.54939413 -0.01172287],[ 0.32717144  0.55010325 -0.01197773],[ 0.32283598  0.5246895  -0.00355721],[ 0.31678408  0.54145467 -0.00593786],[ 0.32214019  0.54876602 -0.00695594],[ 0.3275615   0.54992282 -0.00730169],[3.23354393e-01 5.26692510e-01 3.29040398e-04],[ 0.31937546  0.54095513 -0.00171684],[ 0.32277992  0.5477531  -0.00288066],[ 0.32715014  0.54912663 -0.00333087]
[3.37538898e-01 5.06809592e-01 1.52596424e-08],[ 0.33552569  0.52220905 -0.00271056],[ 0.33136374  0.53682691 -0.00369759],[ 0.32849169  0.54797775 -0.00425715],[ 0.32595736  0.55625159 -0.00422765],[ 0.31636807  0.52960968 -0.0010169 ],[ 0.30600566  0.53950328 -0.00229027],[ 0.30291411  0.54863209 -0.00367085],[ 0.30240387  0.55490863 -0.00420791],[ 3.13803434e-01  5.26122391e-01 -5.33209895e-05],[ 3.02833200e-01  5.36504030e-01 -3.77912569e-04],[ 0.30034691  0.54581738 -0.00093822],[ 0.30106136  0.5515312  -0.00110864],[3.12713116e-01 5.24030864e-01 4.85029886e-04],[3.02741289e-01 5.33721268e-01 4.62786760e-04],[3.00841540e-01 5.42805076e-01 1.44909311e-04],[3.01465988e-01 5.49079001e-01 1.02910941e-04],[0.312718   0.52246934 0.00078193],[0.30441964 0.53133667 0.00074208],[0.30177417 0.53880233 0.00099885],[0.30157006 0.5447526  0.00152523]
[ 3.16449642e-01  5.19355834e-01 -2.83864097e-08],[ 0.31669462  0.52986187 -0.00981613],[ 0.31373814  0.54375553 -0.01384972],[ 0.31110039  0.55661577 -0.01582068],[ 0.30772075  0.56641829 -0.01685522],[ 0.29439193  0.53507358 -0.01202307],[ 0.28318316  0.54819    -0.0164648 ],[ 0.28379363  0.55934864 -0.01868239],[ 0.28716564  0.56654733 -0.01951682],[ 0.29101327  0.53639728 -0.00792167],[ 0.28047422  0.55312371 -0.01193814],[ 0.28305548  0.56473863 -0.013232  ],[ 0.28899258  0.57000101 -0.01352238],[ 0.2899034   0.53876787 -0.00450029],[ 0.28179944  0.55571604 -0.00814357],[ 0.28531733  0.56623429 -0.00974762],[ 0.29095885  0.57214546 -0.01004283],[ 0.29023904  0.54140329 -0.00166486],[ 0.28487781  0.55532497 -0.00479982],[ 0.28660491  0.56390399 -0.00650936],[ 0.29049706  0.56871432 -0.00705403]
[3.05520564e-01 5.22354484e-01 3.11618322e-08],[ 0.3027555   0.53842896 -0.00462464],[ 0.29885241  0.55478895 -0.00624621],[ 0.29595354  0.5675326  -0.00691919],[ 0.29229444  0.57617003 -0.00684059],[ 0.28181052  0.54689085 -0.00258671],[ 0.27097076  0.55748671 -0.00369003],[ 0.26715082  0.56766939 -0.00517428],[ 0.26612875  0.57626092 -0.00589593],[ 2.79281199e-01  5.44552922e-01 -2.39769521e-04],[ 2.68393964e-01  5.55885315e-01 -3.79675068e-04],[ 0.26555359  0.56584883 -0.00106277],[ 0.26616579  0.57314157 -0.00140273],[0.278249   0.54373026 0.00163327],[0.26888397 0.55402142 0.00175146],[0.26668996 0.56325269 0.00108469],[0.26736519 0.5710218  0.0007512 ],[0.27841225 0.54307073 0.00316159],[0.27112767 0.55284172 0.00332893],[0.26895931 0.56025362 0.00350985],[0.26902801 0.56708676 0.00396237]
[ 2.80462623e-01  5.39688230e-01 -4.48496600e-08],[ 0.28246018  0.54984432 -0.01096959],[ 0.28109553  0.56492913 -0.01494692],[ 0.27956545  0.5787183  -0.01634013],[ 0.27674222  0.58923805 -0.01657829],[ 0.25944027  0.55839431 -0.01393743],[ 0.24839211  0.57323205 -0.01795058],[ 0.24937959  0.58472079 -0.01919813],[ 0.25323299  0.59090543 -0.01914248],[ 0.25639242  0.55921924 -0.00854057],[ 0.24802621  0.57741505 -0.01217989],[ 0.25232512  0.58821809 -0.01260356],[ 0.25896215  0.59153575 -0.01210506],[ 0.25579923  0.561095   -0.00379513],[ 0.24992815  0.57857901 -0.00750936],[ 0.25515139  0.5871833  -0.00929874],[ 0.26139915  0.59089011 -0.00948658],[2.56112576e-01 5.62812626e-01 4.10790672e-04],[ 0.25290167  0.5771237  -0.00322795],[ 0.25597176  0.58511865 -0.00555703],[ 0.26047841  0.58949101 -0.0063035 ],[2.91114926e-01 5.28901696e-01 5.79100963e-08],[ 0.28729591  0.54674709 -0.00572212],[ 0.28353545  0.56370962 -0.00869775],[ 0.28033292  0.57779604 -0.01052967],[ 0.27704972  0.5882163  -0.01194128],[ 0.27025026  0.55216098 -0.00761537],[ 0.25838214  0.5629583  -0.01044384],[ 0.25204393  0.5722636  -0.01261621],[ 0.2480078   0.58044076 -0.01373965],[ 0.26701888  0.54893577 -0.00492044],[ 0.25593856  0.5615502  -0.00680783],[ 0.25108448  0.57244158 -0.00766507],[ 0.2493691   0.58049023 -0.00824912],[ 0.26537818  0.54761517 -0.0024677 ],[ 0.25572941  0.55914491 -0.00408957],[ 0.25191218  0.56904638 -0.00479237],[ 0.25123703  0.57710707 -0.0050422 ],[ 2.65088230e-01  5.47243536e-01 -3.30100971e-04],[ 0.25714055  0.55755597 -0.00144997],[ 0.25378659  0.56531852 -0.0015784 ],[ 0.25276843  0.57267988 -0.00135873]

[ 2.37994581e-01  5.60062766e-01 -3.46774378e-08],[ 0.24126188  0.57217467 -0.00936847],[ 0.24018544  0.58921415 -0.01323455],[ 0.23930173  0.60382152 -0.01500627],[ 0.23747359  0.61441505 -0.01572827],[ 0.21727376  0.58418256 -0.01146142],[ 0.20654473  0.60189748 -0.01530352],[ 0.20840836  0.6135152  -0.01725212],[ 0.21312436  0.61885995 -0.01775258],[ 0.21324992  0.58262688 -0.00713538],[ 0.20511495  0.60188025 -0.00988639],[ 0.20885232  0.61367011 -0.01052537],[ 0.21535936  0.61788177 -0.01069485],[ 0.21201943  0.58282691 -0.00343877],[ 0.20503548  0.60124916 -0.0059461 ],[ 0.20863134  0.61138105 -0.00685169],[ 0.21443205  0.61628473 -0.00691233],[ 2.12406293e-01  5.84011793e-01 -2.97653693e-04],[ 0.20722042  0.59919649 -0.00253477],[ 0.20843805  0.60834914 -0.00365181],[ 0.21223368  0.61360419 -0.00389669]
[ 2.13082522e-01  5.70547640e-01 -1.18330512e-10],[ 0.21769091  0.58359057 -0.01115911],[ 0.21652022  0.60133541 -0.0157929 ],[ 0.2154014   0.61520547 -0.01781124],[ 0.21352416  0.62357867 -0.01882198],[ 0.19176918  0.59526807 -0.01402289],[ 0.17983466  0.61308765 -0.01792801],[ 0.18092777  0.62551379 -0.01981673],[ 0.18486151  0.63259637 -0.02031777],[ 0.18718679  0.59275448 -0.0088695 ],[ 0.17624338  0.61200356 -0.01221683],[ 0.17779578  0.62528956 -0.0130973 ],[ 0.18255122  0.63215214 -0.01324833],[ 0.1860009   0.59295368 -0.00430322],[ 0.17722945  0.61110181 -0.00705705],[ 0.17866287  0.62264454 -0.00825939],[ 0.1828002   0.63012254 -0.00833881],[ 1.86816111e-01  5.95305145e-01 -4.06968407e-04],[ 0.18019256  0.61005211 -0.00249851],[ 0.17979312  0.61991173 -0.00353184],[ 0.18218371  0.6267013  -0.00368967],[2.23517716e-01 5.59535086e-01 5.59412854e-08],[ 0.22294463  0.5801959  -0.00494713],[ 0.21959148  0.59846205 -0.00662923],[ 0.21781261  0.61235082 -0.00716408],[ 0.21595429  0.62258071 -0.00718547],[ 0.20206149  0.59093779 -0.00416353],[ 0.19143589  0.60246253 -0.00451678],[ 0.18586773  0.61185604 -0.00536054],[ 0.18230967  0.62010795 -0.00586973],[ 0.19810559  0.58603436 -0.00141541],[ 0.1876936   0.59865212 -0.00105202],[ 0.18329617  0.60928017 -0.00140571],[ 0.18122824  0.61711156 -0.0017689 ],[0.19636263 0.58331436 0.00111387],[0.18700498 0.59461039 0.00147109],[0.18328002 0.60441023 0.0010354 ],[0.18169445 0.61218297 0.00072361],[0.19625731 0.58260226 0.00332432],[0.18831986 0.59274274 0.00377155],[0.1848716  0.60048133 0.00429952],[0.18311998 0.60732734 0.00486847]

[ 1.59175709e-01  5.88470578e-01 -3.75781539e-08],[ 0.16573018  0.60530829 -0.00882902],[ 0.16328712  0.62445545 -0.01192572],[ 0.15759453  0.63829827 -0.01302731],[ 0.15349346  0.64667964 -0.01314272],[ 0.14253069  0.6204412  -0.00982304],[ 0.13260898  0.64204109 -0.01309163],[ 0.1358535   0.65362966 -0.01490681],[ 0.14081122  0.65871584 -0.01544358],[ 0.13697222  0.61904025 -0.00574572],[ 0.12966025  0.64283723 -0.00797524],[ 0.13416843  0.65429676 -0.00879789],[ 0.14062178  0.65746254 -0.00906197],[ 0.13496085  0.61903012 -0.00231748],[ 0.12906341  0.64214617 -0.00408237],[ 0.13346431  0.65143406 -0.00475808],[ 0.13940054  0.65449309 -0.00476658],[1.35353670e-01 6.20021880e-01 5.38575114e-04],[ 0.13088602  0.63772476 -0.00083049],[ 0.13317943  0.64643532 -0.00139769],[ 0.13737537  0.64989638 -0.00130253]
[1.42972827e-01 5.89306295e-01 6.01471086e-08],[ 0.14600323  0.61022556 -0.00635803],[ 0.14536774  0.63092446 -0.00918083],[ 0.1442758   0.64612114 -0.01058544],[ 0.14197344  0.65760309 -0.0113238 ],[ 0.12587389  0.62418848 -0.00843791],[ 0.11447504  0.64131099 -0.01077043],[ 0.11080361  0.65558642 -0.01235952],[ 0.10966116  0.66626424 -0.01311436],[ 0.12023634  0.62046909 -0.00572185],[ 0.10840062  0.63858664 -0.00751756],[ 0.10467256  0.652839   -0.00838489],[ 0.1036009   0.66188991 -0.00881506],[ 0.116797    0.61916488 -0.00324131],[ 0.10601807  0.63556755 -0.00458404],[ 0.10296218  0.64871371 -0.00516318],[ 0.1022989   0.65777695 -0.00532774],[ 0.11572304  0.6193459  -0.00113762],[ 0.10703428  0.63237137 -0.0022302 ],[ 0.10366724  0.64284903 -0.00222433],[ 0.10237414  0.65096509 -0.00178185]
