[0.69239962 0.26777995 0.10411604],[0.69053149 0.25439647 0.05942971],[0.68812484 0.253059   0.05947564],[0.68519652 0.25133973 0.05942114],[0.69882399 0.25688478 0.06557994],[0.69742656 0.25691828 0.06563523],[0.69227803 0.26000622 0.06552846],[ 0.68056691  0.25915787 -0.07895346],[ 0.688411    0.26456332 -0.05358149],[0.68547547 0.27820021 0.06355937],[0.69241452 0.27882445 0.07059121],[ 0.63301736  0.3313202  -0.12648717],[ 0.70812523  0.34774292 -0.07442955],[ 0.57575345  0.36933085 -0.00883712],[ 0.68071651  0.35250059 -0.09387168],[0.59672368 0.3387453  0.19925705],[ 0.68582135  0.29320353 -0.12305621],[0.59608132 0.33105674 0.21662903],[ 0.67686313  0.27011549 -0.12775075],[0.60606772 0.32664591 0.20549364],[ 0.66925943  0.26742616 -0.12951227],[0.60929954 0.33073479 0.20230241],[ 0.66830254  0.27186263 -0.1234007 ],[ 0.60820454  0.58623254 -0.01907739],[0.64045787 0.60350698 0.01892591],[0.58360833 0.72991937 0.13253871],[0.60072708 0.74435019 0.1828569 ],[0.5635221  0.87426573 0.24740657],[0.57343853 0.87164968 0.28947508],[0.55115592 0.89344275 0.25804883],[0.56686008 0.89467537 0.30887017],[0.54568303 0.87888908 0.22980317],[0.55354613 0.88267142 0.30763862]
[ 0.68592972  0.25310758 -0.30166048],[ 0.68412721  0.23248921 -0.28809059],[ 0.68544638  0.23203295 -0.28813353],[ 0.68674779  0.23168825 -0.28822684],[ 0.67565793  0.23244208 -0.29782876],[ 0.67023075  0.23219344 -0.29785877],[ 0.66437829  0.23258691 -0.29780832],[ 0.67506826  0.23424354 -0.18865392],[ 0.64400411  0.2392049  -0.23113735],[ 0.68403465  0.27076799 -0.25868946],[ 0.67353541  0.2699255  -0.26625475],[ 0.70134348  0.33119234 -0.11250124],[ 0.57865429  0.31983811 -0.09936716],[0.65184993 0.39872271 0.06592099],[0.52113289 0.37261951 0.19850138],[0.57223988 0.43428767 0.16450295],[0.48920673 0.39323837 0.51384795],[0.55416596 0.4447583  0.17209345],[0.48275557 0.39786503 0.55964208],[0.55414647 0.41522413 0.15069914],[0.48981437 0.39341727 0.53538978],[0.55818862 0.41364506 0.15879805],[0.49256435 0.39233515 0.51269513],[0.6209361  0.57252496 0.00887365],[ 0.55892241  0.55553687 -0.00892456],[0.62487382 0.73454589 0.06352575],[0.54133087 0.71210766 0.09022062],[0.61481369 0.85182399 0.37808582],[0.5321852  0.82360011 0.44084844],[0.60356551 0.86630541 0.40748906],[0.5351612  0.83765686 0.47095054],[0.63169205 0.92442024 0.28759673],[0.50944698 0.87936246 0.34586701]
[ 0.67984551  0.24985807 -0.30295724],[ 0.67812043  0.22920913 -0.28927821],[ 0.6795305   0.22867082 -0.28931594],[ 0.68090194  0.22822265 -0.28940234],[ 0.66914737  0.2292604  -0.29962224],[ 0.66361177  0.22916703 -0.29968232],[ 0.65755808  0.2297671  -0.29963866],[ 0.66964132  0.23094136 -0.18309262],[ 0.63767838  0.23719822 -0.22961029],[ 0.67832887  0.26765484 -0.2594468 ],[ 0.66785896  0.26717094 -0.26967224],[ 0.69465995  0.32791299 -0.10810117],[ 0.57346219  0.31814328 -0.10418457],[0.65523517 0.39540941 0.05700811],[0.51572943 0.37062407 0.16250673],[0.57301342 0.4294591  0.11085345],[0.48797217 0.39315563 0.41767636],[0.55621827 0.44088361 0.11073525],[0.48017961 0.39705154 0.45136333],[0.55891407 0.43078214 0.08852012],[0.48662081 0.39283279 0.42693296],[0.56170362 0.42623124 0.10368429],[0.49184275 0.39172378 0.41466027],[0.61563092 0.57196677 0.00740056],[ 0.55416435  0.55578828 -0.00749002],[0.621144   0.73489171 0.06775505],[0.53744113 0.71416247 0.1107378 ],[0.61437631 0.85342711 0.37291068],[0.5317291  0.82498068 0.45291051],[0.60268009 0.86669844 0.39867455],[0.53522474 0.83962947 0.48171049],[0.63307899 0.92499799 0.26869124],[0.50889254 0.87853849 0.35614336]
[ 0.67606461  0.24903472 -0.31367984],[ 0.67411244  0.22848836 -0.2971949 ],[ 0.67539668  0.22791351 -0.29722619],[ 0.67661786  0.22738962 -0.29731411],[ 0.66531044  0.22843711 -0.31364131],[ 0.65946347  0.22805619 -0.31371695],[ 0.6532197   0.22841647 -0.3136698 ],[ 0.66402358  0.22955433 -0.18327725],[ 0.63257498  0.235284   -0.25498161],[ 0.67427838  0.26656622 -0.2667422 ],[ 0.66383868  0.26597029 -0.28703102],[ 0.68867302  0.32700649 -0.09888092],[ 0.56695729  0.31837305 -0.14527094],[0.66029239 0.40289429 0.08049362],[0.49908072 0.37415376 0.07571652],[0.5922569  0.43846548 0.14782205],[0.4883644  0.39428568 0.29030815],[0.57752693 0.44574726 0.15276864],[0.48681489 0.39506564 0.31116489],[0.57872355 0.43823156 0.12922306],[0.49046502 0.38803732 0.29202017],[0.58089346 0.42777476 0.14071518],[0.49574041 0.38830987 0.28853771],[0.61274582 0.57315505 0.01118941],[ 0.55031699  0.55666137 -0.01126568],[0.61812806 0.73460311 0.09786934],[0.53550446 0.71347809 0.11979363],[0.61424148 0.85450184 0.39743465],[0.53037107 0.82626283 0.46426815],[0.60243547 0.86734319 0.4218162 ],[0.53507745 0.8410759  0.49355975],[0.63354206 0.92558724 0.28578269],[0.50891823 0.88076621 0.36255303]
[ 0.6719476   0.24824211 -0.3120327 ],[ 0.67006528  0.22887106 -0.29412109],[ 0.67092234  0.22831389 -0.2941584 ],[ 0.6716693   0.22781701 -0.29423961],[ 0.66260511  0.22874893 -0.31199428],[ 0.65761238  0.22825499 -0.3120577 ],[ 0.65195316  0.22813621 -0.31202543],[ 0.65847152  0.22954497 -0.17549226],[ 0.63122231  0.23302048 -0.25253952],[ 0.66980243  0.26573515 -0.26385674],[ 0.6609596   0.26486501 -0.28650558],[ 0.68485022  0.32521591 -0.08832435],[ 0.56557131  0.31758556 -0.14246534],[0.6582883  0.40369767 0.07356022],[0.49999923 0.37601522 0.05133908],[0.59500229 0.44617271 0.08953145],[0.48940763 0.39252573 0.21612017],[0.58023918 0.45676899 0.08252495],[0.48864961 0.39266175 0.22579889],[0.58067566 0.44669929 0.05762415],[0.49282035 0.38680238 0.20376408],[0.58301538 0.43882668 0.07962379],[0.49644262 0.38663909 0.21144557],[0.6106925  0.57215804 0.01106364],[ 0.54863632  0.55557948 -0.01113451],[0.61528867 0.73311234 0.10035487],[0.53417313 0.70927173 0.1364447 ],[0.61311591 0.8552236  0.39337736],[0.52954704 0.82621282 0.47450286],[0.60133296 0.86796957 0.4204523 ],[0.53506118 0.84231544 0.50277966],[0.6337508  0.92587876 0.27582604],[0.5084722  0.88093889 0.37210283]
[ 0.66737354  0.24822155 -0.30895776],[ 0.6650086   0.22855558 -0.29113874],[ 0.66558534  0.22789922 -0.29118019],[ 0.66609591  0.22732903 -0.2912713 ],[ 0.65811861  0.22864753 -0.30866987],[ 0.6534161   0.22826216 -0.30872568],[ 0.64812016  0.22818895 -0.30869812],[ 0.65279448  0.22858821 -0.17068084],[ 0.62798083  0.23258433 -0.24719615],[ 0.66519678  0.26564935 -0.26001707],[ 0.65720558  0.26486894 -0.28256571],[ 0.68175757  0.32386479 -0.07217846],[ 0.56400347  0.31643322 -0.13896894],[0.65779603 0.40414801 0.0919004 ],[0.50310874 0.37461489 0.06612287],[0.60162711 0.45514229 0.11733489],[0.48247281 0.39227587 0.2471116 ],[0.59132063 0.47463027 0.1147174 ],[0.47787541 0.39403817 0.26157266],[0.58930433 0.46735829 0.08566631],[0.48416361 0.38724625 0.23506336],[0.58992541 0.45712578 0.10632589],[0.4870511  0.38709718 0.24063106],[0.6094296  0.56726605 0.01211622],[ 0.54759318  0.55158412 -0.01215721],[0.61240739 0.72851336 0.09684892],[0.53328502 0.70735276 0.12517811],[0.61047941 0.8547352  0.37137645],[0.52932721 0.82595557 0.45479169],[0.5993138  0.86879557 0.3927429 ],[0.53534257 0.84274089 0.48192161],[0.63424736 0.92571092 0.25318199],[0.50830144 0.8804155  0.35113832]
[ 0.6645847   0.2492464  -0.31440923],[ 0.66299897  0.22958104 -0.29629973],[ 0.66365492  0.22895224 -0.29635566],[ 0.66424888  0.22841355 -0.2964479 ],[ 0.6559428   0.22957268 -0.313705  ],[ 0.65102404  0.22907543 -0.31375644],[ 0.64564729  0.22887486 -0.31372753],[ 0.65170968  0.22927168 -0.17195913],[ 0.62547159  0.23198102 -0.24662974],[ 0.66256684  0.26632914 -0.26200014],[ 0.65436542  0.2652261  -0.28495026],[ 0.68072993  0.32164302 -0.06761672],[ 0.56192631  0.31575811 -0.13771181],[0.65992367 0.4058533  0.09417666],[0.4984889  0.37609571 0.04636409],[0.61389154 0.46902928 0.09965049],[0.47736874 0.39106777 0.18795958],[0.60431987 0.48854414 0.09304377],[0.47376528 0.39124674 0.19544309],[0.59737962 0.48306721 0.06213831],[0.48040438 0.38559774 0.16833135],[0.59782195 0.46894273 0.08724404],[0.48242116 0.38666099 0.1803688 ],[0.60969061 0.56567448 0.01248955],[ 0.54733253  0.55108935 -0.01249261],[0.61033213 0.72862858 0.09509082],[0.53329909 0.70418274 0.11940676],[0.60696971 0.85494035 0.3387652 ],[0.52912319 0.82620853 0.45027429],[0.5964781  0.87128919 0.35583249],[0.53526175 0.84316212 0.47077829],[0.63399184 0.92557651 0.21306412],[0.50836086 0.88103026 0.32403117]
[ 0.66190976  0.25013679 -0.32576385],[ 0.66068125  0.23019527 -0.30855554],[ 0.66150659  0.2295516  -0.30860296],[ 0.66234106  0.22899312 -0.30868593],[ 0.65341765  0.23010683 -0.32482791],[ 0.64832103  0.22948827 -0.32489437],[ 0.64271688  0.22915973 -0.32486874],[ 0.65129274  0.22956355 -0.1784936 ],[ 0.62259352  0.23134463 -0.25255957],[ 0.66031694  0.26704746 -0.27259284],[ 0.65133095  0.26577061 -0.29415557],[ 0.67893469  0.32149759 -0.07211045],[ 0.55957383  0.31506154 -0.14302222],[0.65820402 0.40693146 0.0857985 ],[0.49308723 0.37695876 0.03942145],[0.61375648 0.46804968 0.08971613],[0.48017946 0.38966838 0.18558295],[0.60370886 0.48836127 0.08416764],[0.47839913 0.38989347 0.19407757],[0.59751427 0.4818387  0.0561726 ],[0.48301974 0.38044375 0.17122315],[0.59794915 0.46797654 0.07859074],[0.48566905 0.38082495 0.18025695],[0.60935801 0.56694138 0.01238186],[ 0.54726237  0.55254906 -0.01236186],[0.60885781 0.72887707 0.1000316 ],[0.53292412 0.70526671 0.13647074],[0.60528839 0.85789955 0.33645323],[0.52892596 0.82662147 0.45823041],[0.5952335  0.87496513 0.35299417],[0.53520238 0.84339738 0.4831903 ],[0.63451606 0.92561418 0.21140358],[0.50839055 0.88089651 0.34523588]
[ 0.6597842   0.25072348 -0.37048265],[ 0.65869904  0.23073274 -0.35416323],[ 0.65949512  0.23008989 -0.354204  ],[ 0.66028976  0.22952537 -0.35427648],[ 0.65193957  0.23053768 -0.37073457],[ 0.64703763  0.22976661 -0.37081242],[ 0.64164943  0.22921556 -0.37083769],[ 0.64947975  0.22930907 -0.21927193],[ 0.62129986  0.22963981 -0.29611558],[ 0.65788996  0.26761875 -0.31526071],[ 0.6487965   0.26605758 -0.33754954],[ 0.67752522  0.3220768  -0.11847319],[ 0.55370742  0.3128247  -0.21149497],[ 0.65863168  0.41380847 -0.0262247 ],[ 0.48489022  0.39588481 -0.30547589],[ 0.62193215  0.49089763 -0.073117  ],[ 0.48024505  0.38960269 -0.50163424],[ 0.61806482  0.51568514 -0.08748973],[ 0.47681087  0.37603009 -0.54814065],[ 0.61374331  0.50915402 -0.11213461],[ 0.48401195  0.36629027 -0.55521333],[ 0.61054546  0.49273103 -0.08407335],[ 0.48795241  0.37194672 -0.50960338],[0.60977757 0.56701565 0.01297476],[ 0.54623187  0.55307752 -0.01297843],[0.60845125 0.72855192 0.10990888],[0.5327819  0.70546901 0.13543825],[0.60384226 0.85816389 0.34148175],[0.52915466 0.82606053 0.44756427],[0.59383851 0.87559944 0.35770434],[0.53642207 0.84337115 0.46922764],[0.63470411 0.924936   0.22576907],[0.508609   0.8794747  0.34482959]
[ 0.65818483  0.25116104 -0.37994474],[ 0.65697384  0.23097429 -0.36732754],[ 0.65774739  0.23028727 -0.36731666],[ 0.65847915  0.22967345 -0.36740592],[ 0.65046054  0.23073736 -0.38803929],[ 0.64594918  0.22988231 -0.38813403],[ 0.64055079  0.22918859 -0.38806537],[ 0.64738011  0.22870067 -0.24856499],[ 0.61960053  0.22905292 -0.34354332],[ 0.65615076  0.26786998 -0.32940349],[ 0.64678413  0.26613837 -0.35672927],[ 0.67637694  0.32088655 -0.13155329],[ 0.55018407  0.31266418 -0.23183921],[0.65867358 0.41399211 0.04942937],[ 0.48556662  0.40166697 -0.07261944],[0.62183905 0.48743743 0.1792812 ],[0.48725867 0.39094687 0.09178137],[0.61686373 0.50838351 0.20055406],[0.49335065 0.38508368 0.13279231],[0.61295974 0.50223094 0.17577088],[0.49752411 0.37055248 0.1300931 ],[0.61119658 0.48891976 0.17267601],[0.49885815 0.37423611 0.10394893],[0.6102587  0.56525928 0.01548977],[ 0.54664606  0.55306739 -0.01544651],[0.60797578 0.72874969 0.10770108],[0.53316551 0.70626825 0.1368674 ],[0.60395426 0.86015689 0.3153159 ],[0.52968055 0.82629049 0.44516128],[0.59387487 0.87706    0.32908353],[0.53753883 0.84347695 0.46898991],[0.634606   0.92495567 0.20078389],[0.50862718 0.8796193  0.34772164]
[ 0.65770733  0.25051439 -0.36151764],[ 0.65638906  0.22989085 -0.3489086 ],[ 0.65724856  0.22921142 -0.34889838],[ 0.65806603  0.22860496 -0.34898761],[ 0.64936912  0.22956215 -0.36755997],[ 0.64487374  0.22864512 -0.36764154],[ 0.63939869  0.22778301 -0.36757001],[ 0.64646924  0.22783731 -0.23625115],[ 0.61800086  0.22754854 -0.32177347],[ 0.65578616  0.26693207 -0.31340009],[ 0.64619201  0.26516637 -0.33794248],[ 0.67612207  0.32011002 -0.12601621],[ 0.54827505  0.31332025 -0.21731231],[0.65935302 0.4136399  0.09030081],[ 0.48382062  0.40369266 -0.03526589],[0.62246072 0.48482287 0.241274  ],[0.50415766 0.40020797 0.18639621],[0.61622846 0.50437415 0.26632947],[0.52419788 0.40352172 0.21758108],[0.6121186  0.49697784 0.24498121],[0.52106225 0.38498279 0.21232256],[0.61168396 0.48619559 0.23719347],[0.51894665 0.38510492 0.19312254],[0.6108073  0.5654245  0.01665561],[ 0.54680604  0.5535413  -0.01659309],[0.60786241 0.72911847 0.105819  ],[0.53335589 0.70677769 0.13196447],[0.60402238 0.86046976 0.31281275],[0.53035814 0.82615697 0.4279817 ],[0.59390652 0.87704176 0.32734221],[0.53803182 0.84311026 0.45177826],[0.63532043 0.92486221 0.20679864],[0.50906599 0.87983167 0.34502733]
[ 0.65743709  0.24777797 -0.35948938],[ 0.65573436  0.22712663 -0.34587047],[ 0.65672433  0.226463   -0.3458899 ],[ 0.6576699   0.22588171 -0.34595993],[ 0.64840519  0.22704504 -0.36334929],[ 0.6437664   0.22625186 -0.36343616],[ 0.63839132  0.22543661 -0.36341101],[ 0.6464085   0.22623977 -0.22908683],[ 0.61729133  0.22595754 -0.30794486],[ 0.65558708  0.26422846 -0.31047708],[ 0.64582741  0.26298246 -0.33337384],[ 0.67643297  0.31912756 -0.12362979],[ 0.54817438  0.31296685 -0.20339565],[0.65980572 0.41515663 0.03646182],[ 0.48503312  0.40946245 -0.07627662],[0.62188309 0.4936488  0.06039659],[0.50088346 0.37172994 0.03024834],[0.61498541 0.51437849 0.06331328],[0.51970893 0.3605538  0.03356539],[0.61112213 0.50777662 0.03869098],[0.50838834 0.3417787  0.02416513],[0.61106199 0.49573076 0.05130056],[0.50771058 0.34709808 0.03002969],[0.61077273 0.56559414 0.01299592],[ 0.5463174   0.55370402 -0.0129062 ],[0.60821879 0.72957873 0.10450827],[0.5335865  0.70708477 0.13413791],[0.60407597 0.86091733 0.32072401],[0.53033531 0.82621425 0.42821494],[0.59393054 0.87702936 0.33566588],[0.5379914  0.84348845 0.45231146],[0.63537347 0.92459106 0.21019518],[0.50907856 0.88006389 0.34418395]
[ 0.65582049  0.24580434 -0.38124281],[ 0.6544053   0.22554262 -0.36696187],[ 0.65569818  0.22491497 -0.36699492],[ 0.65692723  0.22429968 -0.36706498],[ 0.64641964  0.22539401 -0.38123161],[ 0.64152408  0.2245492  -0.38132378],[ 0.63584113  0.22357838 -0.38132197],[ 0.64643735  0.22513333 -0.23985657],[ 0.6153127   0.22460914 -0.30670115],[ 0.65495455  0.26246595 -0.32839081],[ 0.64433837  0.26138082 -0.34757906],[ 0.67640078  0.31913996 -0.13486063],[ 0.54835629  0.31198853 -0.20498244],[ 0.65942633  0.41985279 -0.01059989],[ 0.48618284  0.40872091 -0.23968482],[ 0.62158304  0.49582323 -0.01118068],[ 0.49449056  0.36102769 -0.36921638],[ 0.61471546  0.5261327  -0.01534544],[ 0.50572389  0.34650224 -0.40088528],[ 0.61295485  0.51415575 -0.03954702],[ 0.4969852   0.32959196 -0.40708423],[ 0.61059165  0.50375497 -0.01980039],[ 0.49999508  0.33663082 -0.37501407],[0.61080432 0.56540167 0.01116711],[ 0.545623    0.55334705 -0.01112117],[0.60840958 0.72985095 0.10421002],[0.53375566 0.70720524 0.14100732],[0.60411447 0.86095411 0.32316929],[0.53034914 0.82636935 0.44428453],[0.59395283 0.8768484  0.33800912],[0.53816944 0.84353334 0.46966895],[0.63544607 0.92447501 0.21734354],[0.50908744 0.88013828 0.34987539]
[ 0.65550733  0.24352103 -0.3753764 ],[ 0.65385044  0.22318548 -0.3596012 ],[ 0.65508968  0.2225828  -0.35965449],[ 0.65624976  0.22199966 -0.35973182],[ 0.64591253  0.22345345 -0.37355688],[ 0.64098454  0.22286202 -0.37363905],[ 0.63528717  0.22210126 -0.37365296],[ 0.64585233  0.22388004 -0.23085086],[ 0.61464417  0.22408529 -0.30382362],[ 0.65465057  0.26074907 -0.32148093],[ 0.64392102  0.26009187 -0.34028465],[ 0.67604959  0.31892252 -0.12933671],[ 0.54876584  0.31164399 -0.19677737],[ 0.65968907  0.41960996 -0.0268089 ],[ 0.48734769  0.40763184 -0.23221138],[ 0.62132329  0.49608865 -0.06879206],[ 0.49129719  0.3776159  -0.39430106],[ 0.61422479  0.52251083 -0.08470292],[ 0.49616688  0.35330239 -0.43485159],[ 0.61279058  0.51024765 -0.10997833],[ 0.49677357  0.33342028 -0.44785261],[ 0.61027104  0.50008118 -0.07905815],[ 0.49884066  0.34655321 -0.40418702],[0.61091125 0.56522816 0.01043611],[ 0.54500735  0.55341601 -0.01041713],[0.60847598 0.73019344 0.10430004],[0.53388226 0.70736068 0.13738392],[0.60419899 0.8609615  0.34164923],[0.53037763 0.8264932  0.44372803],[0.59396708 0.87627625 0.35798973],[0.53826416 0.84362447 0.46942076],[0.63542956 0.92437172 0.22488141],[0.50921446 0.88025647 0.34236512]
[ 0.65529346  0.24414569 -0.40541735],[ 0.65389812  0.22335474 -0.38945442],[ 0.65525675  0.22266716 -0.38951564],[ 0.65653127  0.22199374 -0.38960522],[ 0.64540279  0.22356567 -0.40346819],[ 0.64029187  0.22291847 -0.40355617],[ 0.63433063  0.22214656 -0.40358454],[ 0.64659828  0.22377069 -0.25210792],[ 0.61395699  0.22409599 -0.31799439],[ 0.65473515  0.26125097 -0.34870598],[ 0.64357305  0.26048842 -0.36752149],[ 0.67566609  0.31894797 -0.14621575],[ 0.54869854  0.31118745 -0.21088335],[ 0.65809929  0.42092487 -0.04012421],[ 0.48786792  0.41242445 -0.26115635],[ 0.62115824  0.49647972 -0.07137073],[ 0.48721057  0.37991646 -0.43351564],[ 0.61384171  0.52021772 -0.08348104],[ 0.48431545  0.3636542  -0.47370118],[ 0.61210412  0.50724852 -0.10945789],[ 0.48990718  0.34800234 -0.48641706],[ 0.61023045  0.49733335 -0.08157814],[ 0.49445501  0.35520041 -0.44343281],[0.6109584  0.56507039 0.00991238],[ 0.54496455  0.55320859 -0.00990714],[0.6085366  0.7304284  0.10797656],[0.5339793  0.70716035 0.13886444],[0.60422599 0.86095959 0.34747875],[0.53042471 0.82656974 0.44347772],[0.59397846 0.87608224 0.36335865],[0.53877681 0.84399486 0.46887618],[0.63544905 0.92398781 0.22504103],[0.5092029  0.88023949 0.34152976]
[ 0.65632594  0.24177679 -0.3955555 ],[ 0.65473974  0.22110692 -0.3784675 ],[ 0.65601361  0.22049817 -0.37851578],[ 0.6571995   0.21992889 -0.37858942],[ 0.64644539  0.22139974 -0.39582413],[ 0.64140689  0.22089316 -0.39590591],[ 0.63559055  0.22019681 -0.39593422],[ 0.64698166  0.22261018 -0.24380365],[ 0.61477941  0.22299984 -0.32392213],[ 0.65556514  0.25920379 -0.34044868],[ 0.64467287  0.25884515 -0.36373377],[ 0.6753577   0.31916121 -0.14302906],[ 0.54837424  0.31099942 -0.22554827],[ 0.65722674  0.42217419 -0.03817889],[ 0.48503718  0.41708624 -0.26939219],[ 0.6209923   0.50015205 -0.08746882],[ 0.48496732  0.38034672 -0.41937131],[ 0.61342961  0.52877766 -0.1035677 ],[ 0.48360515  0.36840004 -0.45915824],[ 0.61196649  0.51534736 -0.12994979],[ 0.48916483  0.35417145 -0.46963397],[ 0.6100961   0.50778562 -0.09875334],[ 0.49384552  0.35931328 -0.42746311],[0.61091411 0.56526566 0.01031966],[ 0.54442227  0.55326712 -0.01033708],[0.60847801 0.7305584  0.1173478 ],[0.53405547 0.70754182 0.139798  ],[0.60448623 0.86094511 0.3792327 ],[0.53041947 0.82664979 0.45422465],[0.59423876 0.87563407 0.39796004],[0.53873992 0.84401184 0.48073807],[0.63542861 0.92382967 0.26251861],[0.50939643 0.88030696 0.35168272]
[ 0.65696657  0.24078207 -0.38872465],[ 0.6553179   0.22036001 -0.37153339],[ 0.65654773  0.2198275  -0.37157556],[ 0.65769541  0.21933508 -0.37164587],[ 0.64714587  0.22053711 -0.38953653],[ 0.64217317  0.22001837 -0.38962129],[ 0.63641858  0.21933867 -0.3896524 ],[ 0.64716488  0.22216378 -0.23845343],[ 0.61552614  0.22241974 -0.32016692],[ 0.65609848  0.25861648 -0.33397922],[ 0.64536405  0.25813001 -0.35801521],[ 0.67505753  0.31933358 -0.13716327],[ 0.54739577  0.31125703 -0.23598416],[ 0.65744817  0.42197064 -0.02419434],[ 0.4821496   0.4159418  -0.33612573],[ 0.62086684  0.49845394 -0.0573176 ],[ 0.48113576  0.3890247  -0.55127066],[ 0.61366642  0.52478153 -0.06983267],[ 0.48188099  0.36857358 -0.60302949],[ 0.6127212   0.51289606 -0.0944099 ],[ 0.48849231  0.35528135 -0.6110248 ],[ 0.6100114   0.50417191 -0.06742803],[ 0.49280602  0.36193076 -0.55989259],[0.61088395 0.56540883 0.01180093],[ 0.54429066  0.55343801 -0.01185361],[0.60842711 0.73070884 0.12507679],[0.53411275 0.7076245  0.15192647],[0.60453248 0.86120033 0.38592833],[0.53043866 0.82671511 0.47989139],[0.59431118 0.87564158 0.40485096],[0.53878433 0.84404087 0.50815332],[0.6353994  0.9237234  0.27237061],[0.50958556 0.88025945 0.38246596]
[ 0.65710294  0.24066897 -0.38014165],[ 0.6554082   0.22038394 -0.36156243],[ 0.65663022  0.21987323 -0.36160642],[ 0.65776914  0.21940576 -0.36165971],[ 0.64730871  0.22040804 -0.38113487],[ 0.64240158  0.21976666 -0.38120764],[ 0.63680905  0.2189932  -0.38125506],[ 0.64681745  0.22214176 -0.22634777],[ 0.6156249   0.22198389 -0.31552279],[ 0.65618891  0.25830606 -0.32482871],[ 0.64569759  0.2576766  -0.35130084],[ 0.67436111  0.31913507 -0.13286521],[ 0.54693013  0.31134099 -0.22253463],[ 0.65765053  0.42181143 -0.0141567 ],[ 0.4810788   0.41483107 -0.31371805],[ 0.62157369  0.49726894 -0.03516067],[ 0.48140946  0.3885414  -0.52450645],[ 0.61466676  0.52265584 -0.04514421],[ 0.48187608  0.36695433 -0.57312882],[ 0.61257845  0.51236624 -0.06976173],[ 0.48860687  0.35282791 -0.57951325],[ 0.61118132  0.50188124 -0.04469404],[ 0.49291572  0.36204872 -0.53250587],[0.61091864 0.56547481 0.01184694],[ 0.54421133  0.55414981 -0.01190458],[0.60842049 0.73080415 0.12187276],[0.53415632 0.70775157 0.15582545],[0.60473621 0.86126083 0.37583131],[0.53045082 0.8267566  0.48451629],[0.59457982 0.87563491 0.3941538 ],[0.53884876 0.84407294 0.51260054],[0.63545018 0.92365956 0.26255861],[0.50962079 0.88022619 0.38920429]
[ 0.65739429  0.24002974 -0.39904147],[ 0.65559137  0.21979874 -0.38175929],[ 0.65676975  0.21927354 -0.38177714],[ 0.65786654  0.2188077  -0.38182822],[ 0.64752722  0.22003783 -0.40044683],[ 0.64264709  0.21949369 -0.40054822],[ 0.63708025  0.21882066 -0.40060338],[ 0.6463815   0.2216458  -0.24938579],[ 0.6154862   0.22188933 -0.33494759],[ 0.65643787  0.25764391 -0.34509957],[ 0.64600766  0.2572813  -0.37000981],[ 0.67361164  0.31908327 -0.14836957],[ 0.54489964  0.312071   -0.25108746],[ 0.65704614  0.42267793 -0.02805808],[ 0.47209626  0.42466393 -0.3697854 ],[ 0.6215542   0.49696961 -0.0391948 ],[ 0.48322797  0.38396508 -0.5844667 ],[ 0.61443961  0.5217343  -0.04491463],[ 0.4867785   0.35821471 -0.632891  ],[ 0.61275709  0.51218301 -0.06666204],[ 0.49364644  0.34265071 -0.62895286],[ 0.61207789  0.50085717 -0.04714857],[ 0.49690589  0.35237747 -0.58714259],[0.61084521 0.56663281 0.0120893 ],[ 0.54431373  0.55708027 -0.01217162],[0.60845345 0.73225343 0.1210521 ],[0.53429472 0.70943832 0.16041547],[0.60502732 0.86168259 0.3991214 ],[0.53045785 0.82679451 0.5036031 ],[0.59483951 0.87576813 0.42030185],[0.53886467 0.84409887 0.53414619],[0.63562304 0.92396283 0.29392335],[0.50963211 0.88026035 0.41416606]
[ 0.65755379  0.2397383  -0.39412743],[ 0.65558082  0.21965748 -0.37741122],[ 0.65671313  0.21916035 -0.37742746],[ 0.65777886  0.21870908 -0.37747908],[ 0.64759558  0.21993002 -0.39667925],[ 0.64277649  0.21940242 -0.39677557],[ 0.63725078  0.21875323 -0.3968181 ],[ 0.64576554  0.22153762 -0.24645701],[ 0.61546063  0.22169159 -0.33589351],[ 0.65654987  0.25761974 -0.34059611],[ 0.64622498  0.25718704 -0.36627799],[ 0.67354244  0.31914824 -0.14481002],[ 0.54341966  0.31209877 -0.2518774 ],[ 0.65721679  0.42256209 -0.01875944],[ 0.47128218  0.4252927  -0.35304803],[ 0.62151301  0.49641898 -0.02615768],[ 0.48395246  0.38503993 -0.54569519],[ 0.61432356  0.52095354 -0.03194821],[ 0.4922336   0.36027443 -0.59137934],[ 0.61336297  0.50960392 -0.05498105],[ 0.49876729  0.34722513 -0.58930165],[ 0.61084276  0.50077909 -0.0345723 ],[ 0.50003314  0.35465342 -0.54857934],[0.61076081 0.56691569 0.01306669],[ 0.54424304  0.5578118  -0.01316147],[0.60847986 0.73263812 0.12023707],[0.53431612 0.70944971 0.15674689],[0.60505509 0.86160576 0.39630729],[0.5304631  0.82619131 0.49867716],[0.59485161 0.87554145 0.4178381 ],[0.53871197 0.84341395 0.52895081],[0.63555425 0.92376256 0.29193777],[0.51015395 0.88023931 0.40771049]
