[0.63454217 0.31464159 0.11156805],[0.63494718 0.29819551 0.06567793],[0.63126713 0.29735896 0.06565371],[0.6247021  0.29552284 0.06553115],[0.64515799 0.30108669 0.08058052],[0.64722437 0.30170158 0.08060566],[0.64838547 0.30197081 0.08050822],[ 0.6203019   0.30173579 -0.09040716],[ 0.65098798  0.30788982 -0.01868311],[0.62862355 0.32829836 0.06551363],[0.63920569 0.33261403 0.08477616],[ 0.574368    0.37994394 -0.12876466],[ 0.69538796  0.41208592 -0.0298821 ],[ 0.55301899  0.4000923  -0.01792645],[0.70381248 0.42335469 0.08301356],[0.57554251 0.3548291  0.09242672],[0.78705353 0.40044269 0.19275326],[0.57477868 0.34722272 0.08436523],[0.8043009  0.42286783 0.19636187],[0.5825724  0.34209904 0.07559459],[0.78571868 0.44123504 0.18523958],[0.58436406 0.3476586  0.0944204 ],[0.77816808 0.40338379 0.19186158],[ 0.55173874  0.66116148 -0.06036551],[0.62379801 0.67052954 0.0598781 ],[0.55584699 0.82397151 0.12827809],[0.60829175 0.7873925  0.31088883],[0.53729922 0.9351685  0.22419879],[0.58267921 0.87134087 0.51926208],[0.54766929 0.95962256 0.23620203],[0.57980281 0.89375591 0.54479492],[0.5136224  0.94877267 0.20652476],[0.55898362 0.89154357 0.56196666]
[ 0.69433922  0.32621536 -0.2787028 ],[ 0.69253814  0.30388182 -0.24952838],[ 0.69239324  0.30341199 -0.24956985],[ 0.69204092  0.30291888 -0.24966183],[ 0.68657893  0.30299288 -0.29256338],[ 0.68251455  0.30173498 -0.29261899],[ 0.67733449  0.3003141  -0.29270715],[ 0.66916597  0.302964   -0.09672993],[ 0.65114534  0.30036846 -0.30686998],[ 0.68801737  0.34622765 -0.21458872],[ 0.68108016  0.34412286 -0.27196416],[0.67107069 0.41420192 0.07209042],[ 0.58170378  0.40243086 -0.36979163],[0.65699232 0.53313822 0.42358726],[ 0.55165547  0.38724664 -0.72675049],[0.65176266 0.64818126 0.68233782],[ 0.53684288  0.2987563  -1.06691277],[0.65073985 0.68018281 0.74238485],[ 0.53499776  0.26888466 -1.15415049],[0.65340501 0.67685717 0.71082538],[ 0.5446409   0.26422665 -1.14317489],[0.65187263 0.66876429 0.67740595],[ 0.54603958  0.27628669 -1.07360804],[0.60889691 0.72066593 0.12739217],[ 0.5633775   0.71687049 -0.12762536],[0.55591911 0.87644607 0.37204415],[0.57362938 0.91333169 0.04662697],[0.49394149 0.99139524 0.71864051],[0.58173376 1.099455   0.32093778],[0.473739   1.01019597 0.75234336],[0.56351084 1.12228179 0.34756836],[0.52704573 1.0506146  0.69190067],[0.64294189 1.16776431 0.21990928]
[ 0.69530457  0.32640254 -0.27618724],[ 0.69348568  0.30435535 -0.24957478],[ 0.69361657  0.30393586 -0.24960032],[ 0.69360304  0.30351895 -0.24968866],[ 0.68696213  0.30339977 -0.29202005],[ 0.68274248  0.30220044 -0.2920633 ],[ 0.6774081   0.30083236 -0.29214638],[ 0.67194974  0.30419064 -0.09997159],[ 0.65154314  0.30169091 -0.29890782],[ 0.68986428  0.34649685 -0.21443442],[ 0.68210202  0.34439892 -0.27121323],[0.67322409 0.41456071 0.06719276],[ 0.58514351  0.40611929 -0.35587865],[0.65812367 0.53339827 0.39513651],[ 0.55427784  0.39205804 -0.70016694],[0.65445906 0.64413798 0.61800623],[ 0.53734964  0.30369419 -1.0430721 ],[0.65283281 0.67880028 0.67040509],[ 0.53540486  0.26986796 -1.12864923],[0.65591544 0.67575675 0.63953936],[ 0.5448404   0.26636559 -1.1187098 ],[0.65498722 0.66480005 0.61259264],[ 0.54614866  0.27661774 -1.05011475],[0.60967577 0.72130722 0.12667705],[ 0.56623036  0.71841699 -0.1269045 ],[0.55717409 0.87545413 0.37808245],[0.57351863 0.91332167 0.05561245],[0.49728221 0.99182945 0.69631898],[0.57278973 1.09888768 0.30757767],[0.47766671 1.01127493 0.72884238],[0.55429351 1.12153828 0.33182856],[0.53194177 1.04962385 0.66941661],[0.63148403 1.16727841 0.20917492]
[ 0.69710857  0.32781419 -0.26094869],[ 0.69565368  0.30588776 -0.23722672],[ 0.69577217  0.30542913 -0.23723695],[ 0.69575393  0.30497789 -0.23732677],[ 0.68923181  0.30471712 -0.28151372],[ 0.6850335   0.30340734 -0.28154793],[ 0.67993331  0.30195156 -0.28162256],[ 0.67444098  0.30512971 -0.09644437],[ 0.65372503  0.30216536 -0.29240501],[ 0.69168043  0.3473281  -0.2024717 ],[ 0.6839478   0.3451699  -0.26202551],[0.67557824 0.41581309 0.06832454],[ 0.585518    0.40564156 -0.34828839],[0.6611613  0.5344736  0.39827329],[ 0.55339372  0.39189047 -0.69025165],[0.65570045 0.64744163 0.61972845],[ 0.53668481  0.30442125 -1.02991533],[0.65353167 0.68257248 0.67238253],[ 0.53320658  0.27062094 -1.115219  ],[0.65706348 0.67584485 0.6412828 ],[ 0.54319441  0.26656979 -1.10499716],[0.65574533 0.66756988 0.61435246],[ 0.54625976  0.27873597 -1.03671014],[0.61137539 0.72216713 0.12659867],[ 0.56683314  0.71827441 -0.12682155],[0.55717075 0.87536597 0.37089986],[0.57434857 0.91331679 0.04462644],[0.4972868  0.9913637  0.69551182],[0.57320714 1.10247147 0.29304534],[0.47773036 1.01039636 0.72738922],[0.55480021 1.12530828 0.3169699 ],[0.53164333 1.04685736 0.66976678],[0.63154489 1.16952467 0.1939117 ]
[ 0.70034301  0.3283067  -0.27136412],[ 0.69888812  0.30643448 -0.24709444],[ 0.69913363  0.30596861 -0.2471101 ],[ 0.69924378  0.30553851 -0.24721611],[ 0.69217086  0.30535173 -0.29128122],[ 0.68779808  0.30413023 -0.29131857],[ 0.68273568  0.30280682 -0.29140696],[ 0.67878467  0.3056733  -0.10057837],[ 0.65665334  0.30307153 -0.30032295],[ 0.69589412  0.34742939 -0.21159787],[ 0.68782163  0.34541783 -0.27091816],[0.6772995  0.41585094 0.06711788],[ 0.5890488   0.40580723 -0.35580128],[0.6628108  0.53326291 0.41348943],[ 0.55437833  0.39301232 -0.70042229],[0.65677249 0.64458436 0.68088824],[ 0.53317654  0.30309445 -1.03439438],[0.65487373 0.68136203 0.74419922],[ 0.52820456  0.26856035 -1.11728597],[0.65802681 0.67606395 0.71339828],[ 0.53930652  0.26243386 -1.10682464],[0.65706122 0.66577661 0.67650586],[ 0.5434258   0.27689597 -1.04101312],[0.61320174 0.72279352 0.12640949],[ 0.56784588  0.71861857 -0.12662484],[0.55723512 0.87524199 0.37964112],[0.57522416 0.91395032 0.03980768],[0.49743694 0.98941588 0.72951639],[0.57411283 1.10961854 0.28834987],[0.47801024 1.0079577  0.76373899],[0.55528426 1.13335693 0.31234425],[0.53164387 1.04355145 0.71190059],[0.63335133 1.17726362 0.18797898]
[ 0.70397568  0.32900599 -0.2708756 ],[ 0.7019158   0.30711994 -0.24684474],[ 0.70188367  0.30659205 -0.24686864],[ 0.70167148  0.30610582 -0.24697442],[ 0.69589531  0.30620059 -0.29075748],[ 0.6917035   0.30504784 -0.29080671],[ 0.68709362  0.30384892 -0.29087752],[ 0.68068379  0.30624264 -0.09876978],[ 0.66090983  0.3041456  -0.29341048],[ 0.69932997  0.34796342 -0.2111387 ],[ 0.69189328  0.34614384 -0.27081558],[0.68009621 0.41723913 0.06781612],[ 0.59000695  0.4057641  -0.34370932],[0.66336596 0.53683186 0.39845836],[ 0.55372846  0.38616133 -0.67238307],[0.65661937 0.65623319 0.62701178],[ 0.53157604  0.29467699 -0.98439264],[0.65468907 0.6881392  0.68198812],[ 0.52650279  0.25701916 -1.06365359],[0.65782398 0.68474388 0.65060002],[ 0.53838933  0.25113562 -1.05292487],[0.65695775 0.67688161 0.62159026],[ 0.54267299  0.26502946 -0.99081218],[0.61438602 0.72277683 0.12414441],[ 0.56863588  0.71818382 -0.12435739],[0.55942458 0.87529945 0.36496574],[0.57522166 0.91409796 0.03750561],[0.49780926 0.989932   0.70294869],[0.57595235 1.10782588 0.28729397],[0.47795996 0.98100889 0.73639756],[0.557648   1.13101506 0.3115201 ],[0.53160727 1.04379582 0.69030648],[0.63347065 1.17665124 0.18526869]
[ 0.70832765  0.33103383 -0.27603713],[ 0.7065872   0.30965811 -0.24895188],[ 0.70656079  0.30921686 -0.24896762],[ 0.70632404  0.30882961 -0.24906151],[ 0.70082933  0.30868718 -0.29107121],[ 0.6965428   0.30746463 -0.29112884],[ 0.69186211  0.30624712 -0.29118925],[ 0.68507618  0.30854276 -0.09727091],[ 0.66520262  0.3056803  -0.28907835],[ 0.70338899  0.34962696 -0.21394539],[ 0.69575226  0.34772798 -0.27077919],[0.68361801 0.41954941 0.06811183],[ 0.59150922  0.40612826 -0.33127686],[0.66575915 0.54098636 0.3851555 ],[ 0.55506551  0.38670903 -0.64181381],[0.65665257 0.66214687 0.60082161],[ 0.5295487   0.29149374 -0.94055235],[0.65462196 0.69299823 0.65630865],[ 0.52363431  0.2523531  -1.0173775 ],[0.65753752 0.69102496 0.62585258],[ 0.5341621   0.24558303 -1.00757205],[0.65673178 0.6830833  0.59599906],[ 0.5392167   0.25939307 -0.94662344],[0.61575896 0.72549599 0.12350707],[ 0.5694229   0.71842891 -0.12373803],[0.55978048 0.87678522 0.36375153],[0.57567441 0.91674215 0.03127981],[0.49817604 0.98878282 0.69957602],[0.57750541 1.10667157 0.27523524],[0.47886157 0.97084063 0.73298049],[0.55982196 1.12968171 0.29938644],[0.53147924 1.04400396 0.68584496],[0.63335884 1.17619109 0.17910615]
[ 0.71326947  0.33298916 -0.29217285],[ 0.71155775  0.31155384 -0.26250881],[ 0.71155781  0.31120342 -0.26250061],[ 0.71132892  0.31094694 -0.26257655],[ 0.70574468  0.31051296 -0.30458844],[ 0.70140016  0.30927867 -0.30464849],[ 0.69650662  0.30807269 -0.30468971],[ 0.689529    0.31059727 -0.10100432],[ 0.66969079  0.30727515 -0.29350463],[ 0.70824516  0.35137311 -0.22737595],[ 0.70076692  0.34941217 -0.28356495],[0.68459886 0.41973531 0.06526572],[ 0.59729141  0.41085303 -0.33656317],[0.66556686 0.54500991 0.3835195 ],[ 0.55582047  0.38932249 -0.64793271],[0.6550101  0.66554636 0.61350745],[ 0.52906448  0.28764555 -0.93630505],[0.65361667 0.69468808 0.67105979],[ 0.52403796  0.25045845 -1.01138902],[0.65579426 0.69302052 0.64155716],[ 0.5341298   0.24378626 -0.99990332],[0.65506977 0.68523812 0.6093412 ],[ 0.53914666  0.25727984 -0.94132841],[0.61562163 0.72933155 0.12466862],[ 0.57317764  0.72537601 -0.1249217 ],[0.55973905 0.87688231 0.39366862],[0.57824814 0.92140633 0.04815719],[0.49480757 0.98534524 0.72303021],[0.57811439 1.10930216 0.2968933 ],[0.47455454 0.96677434 0.75544149],[0.55998749 1.1320889  0.3217696 ],[0.52840465 1.03629816 0.71183956],[0.63368285 1.17725897 0.20915043]
[ 0.71535164  0.33448845 -0.30857494],[ 0.71347797  0.31343189 -0.28202659],[ 0.71348476  0.313007   -0.28200096],[ 0.71327984  0.31266022 -0.282078  ],[ 0.70773005  0.31262887 -0.32565111],[ 0.70339233  0.31142908 -0.32567137],[ 0.69858146  0.31025118 -0.32572311],[ 0.69148415  0.31258431 -0.12673035],[ 0.67222828  0.31002638 -0.32555002],[ 0.71049035  0.35270306 -0.24565597],[ 0.70326054  0.35101232 -0.30323547],[0.68418133 0.42016122 0.04787185],[ 0.60420793  0.4170475  -0.37080687],[0.66528863 0.54497129 0.39085686],[ 0.55919135  0.40810183 -0.6729427 ],[0.66238654 0.65643603 0.65597928],[ 0.5339151   0.28963467 -0.95200777],[0.6613571  0.68123496 0.71927691],[ 0.52960306  0.25356609 -1.0283401 ],[0.66113818 0.67627519 0.68903404],[ 0.53941506  0.24688807 -1.01821446],[0.66002208 0.66869122 0.65190625],[ 0.54364449  0.26050207 -0.957421  ],[0.61549586 0.73163772 0.1258717 ],[ 0.57744497  0.72920704 -0.12615722],[0.56077856 0.87730557 0.40639806],[0.57986557 0.92099983 0.09161422],[0.4976438  0.99206847 0.7143575 ],[0.56472605 1.09430552 0.36567065],[0.47544137 0.97242457 0.74552888],[0.54451871 1.11603272 0.39358985],[0.53524077 1.03854311 0.6979723 ],[0.61870754 1.15774977 0.29254353]
[ 0.71810848  0.33427104 -0.30080289],[ 0.71606529  0.31338626 -0.27813858],[ 0.7162109   0.31295478 -0.2781052 ],[ 0.71614969  0.31259534 -0.2782129 ],[ 0.70983481  0.31252918 -0.32447603],[ 0.70515984  0.31136656 -0.3244338 ],[ 0.70004773  0.31030482 -0.32446808],[ 0.69562644  0.31342059 -0.12636167],[ 0.67443901  0.31165284 -0.30062026],[ 0.71425515  0.35267541 -0.23804578],[ 0.70635962  0.35104281 -0.30083531],[0.6894725  0.42068997 0.04931102],[ 0.6119312   0.41769454 -0.35188994],[0.66480052 0.55730873 0.34694687],[ 0.56056857  0.42328551 -0.6174612 ],[0.66182649 0.66052973 0.52008617],[ 0.53986955  0.29100677 -0.86523902],[0.6612168  0.68621916 0.56290805],[ 0.53455424  0.25518689 -0.93667853],[0.66060477 0.68202984 0.53442663],[ 0.54415596  0.24814244 -0.92690706],[0.65939921 0.67386228 0.51304084],[ 0.54858869  0.26128477 -0.86972773],[0.61728054 0.73320293 0.12631182],[ 0.58079314  0.72878188 -0.12658353],[0.56094635 0.8789168  0.37684318],[0.58244187 0.92075497 0.07088133],[0.49703917 0.99412829 0.65957564],[0.56648034 1.09444392 0.33035785],[0.4751277  1.00387788 0.68710673],[0.54468596 1.11614585 0.35615534],[0.53506434 1.03869379 0.63989079],[0.62208205 1.15912187 0.24775641]
[ 0.72111857  0.33422509 -0.2952157 ],[ 0.71851766  0.31331998 -0.2704339 ],[ 0.71865565  0.31288767 -0.27042121],[ 0.71863115  0.31252941 -0.27051607],[ 0.71213043  0.31263524 -0.31514058],[ 0.70747864  0.31174535 -0.31516197],[ 0.70252299  0.31105581 -0.31521821],[ 0.69864523  0.31396952 -0.1188699 ],[ 0.67692447  0.31457499 -0.29878822],[ 0.71744335  0.35284784 -0.23324111],[ 0.70967418  0.35159522 -0.29293165],[0.69284976 0.42072859 0.05312991],[ 0.61665541  0.42552003 -0.35114306],[0.69361079 0.48109016 0.45067015],[ 0.56251818  0.43342823 -0.62620628],[0.74295223 0.47370389 0.77752072],[ 0.5467366   0.29254761 -0.8740508 ],[0.75489581 0.46796414 0.8490566 ],[ 0.54197133  0.25562531 -0.93591368],[0.75551522 0.46223766 0.8255161 ],[ 0.55127048  0.24903743 -0.93620121],[0.75067031 0.46837074 0.77586311],[ 0.55540794  0.26241615 -0.88203728],[0.61717671 0.73361075 0.1266181 ],[ 0.5872255   0.73382658 -0.12689355],[0.56101495 0.87919366 0.36598048],[0.58400542 0.92474484 0.0483472 ],[0.49729031 0.97734672 0.6630193 ],[0.56700546 1.10061765 0.28797859],[0.47551256 0.98146749 0.69189513],[0.54655635 1.12273633 0.31372499],[0.53402019 1.03495681 0.649692  ],[0.62272966 1.16166937 0.22656171]
[ 0.72564471  0.33464754 -0.23904152],[ 0.72262722  0.313968   -0.21794882],[ 0.72276771  0.31354326 -0.21794951],[ 0.72271168  0.31319311 -0.21809933],[ 0.71599805  0.31351411 -0.26341149],[ 0.71122277  0.31282711 -0.26339358],[ 0.70630878  0.31236839 -0.2634747 ],[ 0.70220029  0.31538436 -0.08988063],[ 0.6814636   0.31664175 -0.28670162],[ 0.72195071  0.3543987  -0.18500066],[ 0.71426988  0.35330328 -0.24367014],[0.69462144 0.42086652 0.07439875],[ 0.62279552  0.42840782 -0.34651107],[0.69148481 0.48149806 0.49066719],[ 0.56563544  0.43601567 -0.63406038],[0.72201812 0.48389104 0.82396603],[ 0.54841316  0.30414331 -0.90397197],[0.72690833 0.48391294 0.89675426],[ 0.54322398  0.26854911 -0.97241247],[0.72727662 0.47304171 0.87101841],[ 0.55229443  0.25890329 -0.96955109],[0.72611523 0.4763104  0.82238579],[ 0.5567444   0.27090731 -0.91157311],[0.61829656 0.73343235 0.12781152],[ 0.59168118  0.73480928 -0.1280393 ],[0.55427212 0.87940037 0.33668065],[0.5859319  0.92453015 0.05103712],[0.49827686 0.97504604 0.62651968],[0.57150292 1.09457552 0.309053  ],[0.47607866 0.97328967 0.65430051],[0.54990041 1.1166724  0.33700097],[0.53305727 1.03410685 0.61367905],[0.6273663  1.15268672 0.24943276]
[ 0.73195517  0.33590823 -0.21610501],[ 0.7287426   0.31506485 -0.19579704],[ 0.72883147  0.31461877 -0.19578651],[ 0.72877157  0.31421545 -0.195944  ],[ 0.72243106  0.31485903 -0.23967321],[ 0.71780795  0.31439564 -0.23968463],[ 0.71286094  0.3141692  -0.23977964],[ 0.70865124  0.31702107 -0.07409766],[ 0.68814343  0.31976712 -0.27028188],[ 0.72886038  0.35638329 -0.16461946],[ 0.72154874  0.3554067  -0.22142701],[0.70170355 0.42088369 0.08503123],[ 0.63375276  0.43278733 -0.33081788],[0.70433491 0.44238535 0.48990908],[ 0.57557833  0.44812536 -0.63388574],[0.73933637 0.4086813  0.83344698],[ 0.55257034  0.31776005 -0.9138217 ],[0.74514186 0.3994242  0.90584791],[ 0.54513967  0.27670825 -0.9794448 ],[0.74503672 0.3914606  0.88635767],[ 0.55389798  0.26694834 -0.97995645],[0.74368274 0.39749828 0.83395481],[ 0.55930042  0.28045791 -0.92197245],[0.62662172 0.73317832 0.12771961],[ 0.60156131  0.73700327 -0.12792125],[0.55459136 0.87951696 0.30831945],[ 0.5945707   0.92487949 -0.00514744],[0.50135911 0.97039133 0.62909418],[0.58710539 1.09904277 0.22515555],[0.4845826  0.9672718  0.65946543],[0.56629407 1.12117577 0.24961469],[0.53320754 1.02577162 0.62753266],[0.64004886 1.15425146 0.15918665]
[ 0.73953754  0.33764303 -0.23386931],[ 0.73602432  0.31678364 -0.20472208],[ 0.73588097  0.31617627 -0.20476012],[ 0.73559552  0.31557244 -0.20484629],[ 0.73047286  0.31698757 -0.24842575],[ 0.72611791  0.3166264  -0.24849935],[ 0.72125173  0.31644213 -0.24845919],[ 0.71499676  0.31819203 -0.09346376],[ 0.69613755  0.32224137 -0.28594252],[ 0.73611367  0.35777238 -0.17289621],[ 0.72914708  0.35691473 -0.23022957],[0.7109884  0.41921404 0.07557304],[ 0.64350194  0.43421847 -0.34435382],[0.71634853 0.42830607 0.45705041],[ 0.5855242   0.45675457 -0.65626246],[0.74896014 0.38186556 0.77977741],[ 0.56267369  0.32752806 -0.95067722],[0.75456274 0.36780828 0.85023403],[ 0.55232322  0.28353852 -1.01011789],[0.75484461 0.36047256 0.83320743],[ 0.56016123  0.27496865 -1.0182333 ],[0.75339544 0.36783013 0.7804746 ],[ 0.56766534  0.29068077 -0.96152478],[0.63475204 0.72974908 0.12762843],[ 0.60842949  0.73581439 -0.12783085],[0.57219231 0.87835729 0.30633304],[0.59407187 0.92404193 0.00650316],[0.52422523 0.97653592 0.56440151],[0.53840196 1.07000089 0.22845122],[0.50734156 0.99531531 0.5867452 ],[0.51521409 1.09066617 0.25101969],[0.55324721 1.02765441 0.54456502],[0.57625991 1.1225394  0.15641475]
[ 0.74779952  0.33670887 -0.23007312],[ 0.74268591  0.31622726 -0.20891204],[ 0.74240386  0.31547242 -0.20891765],[ 0.74196357  0.31471124 -0.20905125],[ 0.73724359  0.31687012 -0.25388542],[ 0.7327438   0.31643879 -0.25391418],[ 0.72782421  0.31635743 -0.25398341],[ 0.72071457  0.31805924 -0.09293661],[ 0.70267498  0.32376578 -0.29287526],[ 0.74491596  0.35724604 -0.1771896 ],[ 0.73834187  0.35675952 -0.23604789],[0.71401364 0.41835424 0.07202394],[ 0.65566885  0.43772089 -0.35091487],[0.72074121 0.41863462 0.44823137],[ 0.59268987  0.46374026 -0.67476362],[0.75662559 0.36472544 0.77485979],[ 0.56973594  0.34198293 -0.9996953 ],[0.76220167 0.34711516 0.84479582],[ 0.56117433  0.29903892 -1.0670296 ],[0.76235718 0.34060392 0.82664216],[ 0.56939894  0.28915411 -1.07329869],[0.7604903  0.34921736 0.77563965],[ 0.576352    0.30523503 -1.01135731],[0.63567525 0.72852415 0.12860189],[ 0.61575383  0.73507273 -0.12873894],[0.57271844 0.87831861 0.30933973],[0.59830302 0.9240582  0.01384869],[0.530146   0.97887439 0.5642212 ],[0.55721748 1.07611585 0.24668929],[0.5132277  1.0042094  0.58664763],[0.53648317 1.09727097 0.27065027],[0.56276006 1.01902092 0.54490072],[0.59581316 1.12701762 0.15964517]
[ 0.75194418  0.33664185 -0.25121585],[ 0.74693567  0.31614429 -0.23114006],[ 0.74686223  0.31540194 -0.23116824],[ 0.7466749   0.31465203 -0.23133226],[ 0.74081171  0.31684658 -0.27338758],[ 0.73628241  0.3165637  -0.27340752],[ 0.73097754  0.31661183 -0.2735278 ],[ 0.72569317  0.31818408 -0.1035888 ],[ 0.70504594  0.32465759 -0.29511791],[ 0.74917513  0.35723671 -0.19672111],[ 0.74214315  0.35695603 -0.25153545],[0.71827281 0.41801697 0.07177116],[ 0.65900242  0.43696651 -0.35140225],[0.71396261 0.44307572 0.45668244],[ 0.60121334  0.47149169 -0.67232889],[0.74144775 0.43559837 0.77179456],[ 0.58222538  0.35354382 -0.99436694],[0.74611229 0.43701521 0.84244502],[ 0.57275856  0.3092128  -1.06223333],[0.7464534  0.43282175 0.81759673],[ 0.57987648  0.30245644 -1.06845903],[0.74515104 0.43543828 0.77056199],[ 0.58697993  0.317927   -1.00591111],[0.63989353 0.72231567 0.1290953 ],[ 0.61797935  0.72404557 -0.1292551 ],[0.57852924 0.87916625 0.2832813 ],[ 0.60745609  0.9234525  -0.03427621],[0.52607977 0.97613871 0.53215694],[0.54499489 1.0733285  0.13961357],[0.49636036 0.9835636  0.55338168],[0.5247277  1.09336686 0.15688042],[0.54447019 1.02335465 0.50320947],[0.57797492 1.12917948 0.05525985]
[ 0.75171804  0.33115512 -0.30966467],[ 0.74465573  0.31076586 -0.28858006],[ 0.7443707   0.30973569 -0.28855437],[ 0.74402952  0.30874476 -0.28870219],[ 0.73873305  0.31230938 -0.33242282],[ 0.73402965  0.31244409 -0.33243984],[ 0.7289418   0.31298175 -0.3325747 ],[ 0.72329015  0.31386328 -0.14700881],[ 0.70334756  0.32366168 -0.34669954],[ 0.74857962  0.35057589 -0.25056747],[ 0.74137986  0.35137063 -0.30824718],[0.71476561 0.41309062 0.05312657],[ 0.65538383  0.4309473  -0.39372092],[0.71049368 0.44048256 0.45199174],[ 0.60619414  0.48543057 -0.73077267],[0.74311537 0.39414775 0.7721616 ],[ 0.59345049  0.36627111 -1.06873667],[0.74887955 0.37622792 0.84571755],[ 0.59179622  0.319691   -1.13683915],[0.75039935 0.37251395 0.82817841],[ 0.59718275  0.31366929 -1.13752353],[0.74820006 0.38098654 0.77381921],[ 0.6002863   0.3274689  -1.07710934],[0.64193869 0.71226108 0.13631432],[ 0.62089384  0.71606529 -0.13654988],[0.57598251 0.87236375 0.32481638],[ 0.61477125  0.92239857 -0.07065493],[0.52277267 0.96405047 0.59082234],[0.53110301 1.01295602 0.09167737],[0.48971429 0.96806419 0.60930824],[0.49016762 1.00050581 0.10781242],[0.54336637 1.01970351 0.55902404],[0.56996715 1.12236428 0.00256311]
[ 0.74812704  0.33044422 -0.2563858 ],[ 0.74145329  0.30934045 -0.24017012],[ 0.74127519  0.30819401 -0.24013035],[ 0.74112737  0.30707446 -0.24025297],[ 0.7356106   0.3111766  -0.28390256],[ 0.73102492  0.31145701 -0.28398591],[ 0.72605288  0.31213376 -0.28413621],[ 0.72231299  0.31286013 -0.12837313],[ 0.70025909  0.32320082 -0.33594432],[ 0.74434841  0.3503882  -0.20625918],[ 0.73729026  0.35131624 -0.26420188],[0.71219379 0.40724698 0.06400119],[ 0.65319055  0.42982808 -0.3790502 ],[0.71016175 0.40669665 0.45757213],[ 0.61380708  0.48329744 -0.71031934],[0.73700452 0.356507   0.80866063],[ 0.60286611  0.36939925 -1.05216014],[0.74384618 0.33301482 0.88138658],[ 0.60153866  0.32812008 -1.12108815],[0.74261326 0.33712846 0.86462802],[ 0.6042062   0.31947899 -1.12336659],[0.74110746 0.34467486 0.81087559],[ 0.60966629  0.33157769 -1.06115103],[0.6399523  0.70892411 0.13652341],[ 0.62148017  0.71705645 -0.1367777 ],[0.57306135 0.86116868 0.34377119],[ 0.62079513  0.92238289 -0.0642039 ],[0.52012247 0.94845325 0.66589707],[0.54543245 1.0309087  0.13310829],[0.48770919 0.95019692 0.69516909],[0.51594627 1.01274145 0.15342553],[0.52986348 0.9863947  0.66570687],[0.57909077 1.12156284 0.05505452]
[ 0.74716532  0.32510349 -0.22508219],[ 0.73847115  0.30338347 -0.20872259],[ 0.73740715  0.30235222 -0.20870435],[ 0.73635423  0.30137607 -0.20884082],[ 0.73392951  0.30498403 -0.24997048],[ 0.72957319  0.3052201  -0.24997914],[ 0.72504097  0.30583486 -0.25004649],[ 0.71518439  0.30815938 -0.10062963],[ 0.697707    0.31778857 -0.29036215],[ 0.74113798  0.34575972 -0.17838362],[ 0.73515248  0.34718072 -0.23291901],[0.70426536 0.39751604 0.07180368],[ 0.65290457  0.42606461 -0.34938824],[0.710976   0.40370789 0.45613495],[ 0.62045121  0.49792317 -0.68145978],[0.73697108 0.36679164 0.8062073 ],[ 0.61648285  0.37423128 -1.02861381],[0.74118912 0.35390478 0.87852252],[ 0.61398375  0.33763218 -1.08127832],[0.74207079 0.35211354 0.86196536],[ 0.61367828  0.32490554 -1.08317828],[0.74100929 0.35837394 0.80860406],[ 0.61938667  0.33463135 -1.03329766],[0.63604671 0.69820088 0.13557751],[ 0.61762077  0.71495646 -0.13581434],[0.57622242 0.83167857 0.37955374],[ 0.61514002  0.91315514 -0.08833696],[0.51800662 0.91705781 0.6939702 ],[0.56362915 1.04518378 0.03198127],[0.49170581 0.91424769 0.72265792],[0.54030746 1.0460006  0.04334195],[0.52257025 0.95630616 0.69842595],[ 0.59858924  1.11974669 -0.0596122 ]
[ 0.73975372  0.31895703 -0.22083135],[ 0.72974426  0.29830787 -0.20024054],[ 0.72880733  0.29751283 -0.20024732],[ 0.72806704  0.29679784 -0.20036289],[ 0.72533375  0.2995877  -0.2387424 ],[ 0.72125679  0.2998091  -0.23873679],[ 0.71678656  0.30033976 -0.2387557 ],[ 0.70675409  0.30384922 -0.07799037],[ 0.69021457  0.31144848 -0.25238758],[ 0.73356569  0.33911812 -0.17040721],[ 0.72728372  0.34083441 -0.22101419],[0.69536793 0.39179024 0.07939421],[ 0.64978659  0.41422966 -0.30475888],[0.70808154 0.4015511  0.39965433],[ 0.6211915   0.4867281  -0.57727796],[0.71979767 0.36803475 0.66229022],[ 0.6273433   0.36568692 -0.82491338],[0.71845496 0.36111888 0.70867336],[ 0.62733948  0.3317537  -0.88198644],[0.7176764  0.35709679 0.69889361],[ 0.6293174   0.32019794 -0.88236266],[0.71824467 0.36180601 0.66421306],[ 0.63216799  0.32875264 -0.83056241],[0.62535536 0.69360667 0.13534607],[ 0.61595541  0.70729893 -0.13558061],[0.56737053 0.83657235 0.37123764],[ 0.61348236  0.90010184 -0.10570059],[0.50477993 0.93278056 0.6797303 ],[0.58819866 1.05003798 0.02323533],[0.4726069  0.93192255 0.7077933 ],[0.56736404 1.05913329 0.0359552 ],[0.52122629 0.97224146 0.67862523],[ 0.63980281  1.11973751 -0.06489784]
